UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,token_id,feature
12,Drathral,#1,#8,#65,#33,#6,#0,#0,#8,2781,
22,Kalfioth,#44,#10,#93,#45,#2,#7,#15,#8,2782,
26,Pauddaanten,#72,#14,#122,#24,#2,#8,#15,#8,2783,Game Token
25,Hudac,#57,#0,#122,#45,#5,#7,#15,#8,2784,Game Token
11,Primmiugrett,#96,#1,#73,#24,#5,#1,#15,#5,2785,
25,Blirderth,#50,#9,#122,#61,#3,#5,#15,#8,2786,Game Token
22,Zaunthoul,#32,#1,#89,#73,#5,#7,#15,#8,2787,
12,Estrax,#59,#1,#80,#33,#2,#2,#8,#8,2788,
12,Sthessotrax,#91,#7,#66,#88,#0,#10,#5,#8,2789,
12,Thouro,#42,#5,#89,#47,#6,#10,#4,#8,2790,
12,Stharzaz,#72,#1,#90,#46,#0,#4,#1,#8,2791,
22,Roibbebriuh,#107,#9,#112,#50,#5,#3,#15,#8,2792,
11,Khalrett,#83,#3,#81,#86,#4,#7,#15,#3,2793,
16,Piazzablux,#104,#10,#122,#38,#7,#6,#4,#8,2794,
5,Ziosthehio,#119,#11,#122,#44,#5,#8,#5,#1,2795,
22,Plabhoindruu,#124,#11,#41,#53,#7,#4,#15,#8,2796,
12,Shiadauz,#25,#5,#54,#77,#0,#0,#4,#8,2797,
22,Pliolthaodroi,#8,#9,#47,#29,#1,#6,#15,#8,2798,
25,Moghec,#31,#8,#122,#32,#6,#10,#15,#8,2799,Game Token
25,Phraobrian,#101,#5,#122,#2,#7,#8,#15,#8,2800,Game Token
22,Inthes,#14,#14,#31,#50,#0,#8,#15,#8,2801,
22,Blishelfas,#105,#4,#10,#12,#4,#6,#15,#8,2802,
12,Thoulnauphuu,#20,#0,#92,#36,#4,#0,#3,#8,2803,
11,Bartethro,#27,#11,#14,#18,#6,#4,#15,#5,2804,
25,Razezion,#130,#9,#122,#5,#1,#4,#15,#8,2805,Game Token
22,Trorpuntutt,#99,#0,#101,#48,#3,#2,#15,#8,2806,
5,Khizzeamutt,#28,#10,#122,#15,#4,#3,#6,#3,2807,
26,Khostrex,#39,#2,#122,#68,#2,#6,#15,#8,2808,Game Token
22,Osurr,#29,#8,#119,#36,#3,#7,#15,#8,2809,
22,Bardu,#27,#13,#98,#12,#7,#7,#15,#8,2810,
22,Greasolfioz,#101,#7,#6,#7,#5,#1,#15,#8,2811,
22,Saudriak,#91,#4,#26,#71,#7,#9,#15,#8,2812,
22,Phriuphibiath,#75,#13,#102,#78,#3,#0,#15,#8,2813,
22,Iungaul,#45,#12,#61,#78,#7,#0,#15,#8,2814,
25,Slubhiarauth,#107,#10,#122,#27,#0,#1,#15,#8,2815,Game Token
12,Dhuungol,#6,#4,#108,#69,#4,#3,#5,#8,2816,
22,Ghiugginderr,#110,#3,#90,#0,#3,#2,#15,#8,2817,
22,Srexedu,#73,#14,#44,#43,#0,#2,#15,#8,2818,
25,Kaossehriz,#100,#0,#122,#23,#1,#7,#15,#8,2819,Game Token
12,Joiddogria,#54,#4,#82,#31,#4,#0,#13,#8,2820,
12,Struthrur,#95,#13,#87,#16,#5,#8,#1,#8,2821,
22,Phraataah,#103,#1,#68,#6,#2,#1,#15,#8,2822,
22,Chiacionsaa,#13,#14,#85,#60,#6,#8,#15,#8,2823,
22,Sruggerte,#47,#5,#41,#28,#2,#1,#15,#8,2824,
22,Jirchil,#13,#8,#90,#44,#0,#2,#15,#8,2825,
22,Pioxhaaxxa,#34,#8,#48,#20,#5,#7,#15,#8,2826,
12,Currao,#44,#6,#24,#77,#2,#8,#2,#8,2827,
22,Medriaz,#41,#2,#14,#37,#7,#5,#15,#8,2828,
16,Mekraodarm,#57,#13,#122,#10,#5,#0,#1,#8,2829,
22,Nadderth,#24,#6,#73,#33,#5,#6,#15,#8,2830,
16,Pliulthaudrio,#123,#5,#122,#73,#4,#5,#14,#8,2831,
15,Toikaolthi,#43,#8,#122,#61,#6,#1,#15,#5,2832,
22,Cruultiakruth,#27,#9,#36,#66,#2,#7,#15,#8,2833,
22,Oggutrass,#102,#3,#105,#50,#2,#6,#15,#8,2834,
22,Velfoubrott,#100,#2,#112,#83,#4,#1,#15,#8,2835,
12,Graokri,#5,#1,#118,#83,#1,#5,#1,#8,2836,
22,Frigaadou,#3,#1,#77,#43,#7,#5,#15,#8,2837,
22,Kurdaw,#10,#5,#54,#5,#2,#6,#15,#8,2838,
12,Yaobraotiun,#96,#11,#41,#40,#2,#4,#13,#8,2839,
25,Blalroth,#65,#2,#122,#80,#0,#3,#15,#8,2840,Game Token
12,Eriorsott,#101,#1,#52,#41,#3,#8,#3,#8,2841,
16,Mizouh,#123,#3,#122,#29,#0,#10,#3,#8,2842,
22,Blouciungoin,#120,#8,#91,#7,#7,#2,#15,#8,2843,
12,Pruddouk,#128,#10,#53,#27,#4,#7,#8,#8,2844,
22,Grigras,#27,#6,#107,#76,#7,#8,#15,#8,2845,
13,Mejerr,#56,#11,#23,#88,#2,#10,#7,#8,2846,
22,Zarzarth,#97,#2,#14,#34,#6,#0,#15,#8,2847,
22,Iuzzorm,#95,#10,#40,#71,#7,#2,#15,#8,2848,
11,Irsil,#68,#2,#12,#62,#6,#0,#15,#6,2849,
22,Ploxhinsea,#69,#13,#106,#30,#3,#4,#15,#8,2850,
16,Frebuz,#80,#7,#122,#50,#2,#9,#5,#8,2851,
12,Thianion,#117,#11,#25,#43,#7,#4,#10,#8,2852,
25,Bhiochointhiz,#93,#1,#122,#35,#2,#6,#15,#8,2853,Game Token
22,Sunrurzau,#82,#7,#0,#44,#6,#3,#15,#8,2854,
25,Viondriuloi,#34,#4,#122,#22,#1,#10,#15,#8,2855,Game Token
12,Ukkolfoth,#63,#9,#79,#46,#1,#10,#3,#8,2856,
12,Malmu,#8,#3,#35,#72,#0,#1,#11,#8,2857,
12,Giugrohr,#117,#5,#117,#34,#5,#3,#6,#8,2858,
22,Veghe,#98,#3,#100,#7,#1,#4,#15,#8,2859,
22,Yaubboiphiath,#79,#13,#101,#39,#2,#8,#15,#8,2860,
22,Yaudroddeah,#121,#9,#113,#61,#6,#2,#15,#8,2861,
22,Curiontil,#38,#9,#99,#35,#3,#2,#15,#8,2862,
22,Wriorraa,#119,#2,#49,#27,#1,#9,#15,#8,2863,
25,Khiolre,#104,#7,#122,#56,#4,#8,#15,#8,2864,Game Token
22,Khurche,#67,#13,#6,#39,#7,#8,#15,#8,2865,
22,Dagriun,#23,#7,#76,#51,#1,#4,#15,#8,2866,
12,Dobrik,#82,#6,#101,#25,#1,#9,#9,#8,2867,
22,Thomuthrex,#6,#0,#21,#72,#3,#5,#15,#8,2868,
25,Jejamol,#67,#1,#122,#28,#6,#0,#15,#8,2869,Game Token
12,Trocarzorth,#94,#13,#19,#76,#5,#7,#6,#8,2870,
22,Stuthras,#109,#4,#69,#1,#4,#10,#15,#8,2871,
12,Moibro,#50,#8,#12,#20,#4,#4,#7,#8,2872,
22,Piaxhaa,#113,#7,#14,#21,#7,#4,#15,#8,2873,
12,Biddakko,#63,#2,#106,#55,#3,#7,#5,#8,2874,
22,Moldioh,#23,#7,#23,#28,#2,#5,#15,#8,2875,
22,Pobbaalmial,#88,#0,#61,#64,#3,#5,#15,#8,2876,
11,Viagnearlel,#64,#10,#12,#22,#6,#9,#15,#0,2877,
22,Slaomiol,#42,#10,#86,#1,#5,#10,#15,#8,2878,
25,Vethroil,#128,#13,#122,#9,#0,#6,#15,#8,2879,Game Token
16,Meaggedrerm,#64,#1,#122,#46,#4,#8,#4,#8,2880,
22,Thiuchiorlau,#111,#0,#82,#54,#7,#4,#15,#8,2881,
22,Droubhin,#3,#5,#62,#65,#0,#3,#15,#8,2882,
22,Thatirkorm,#108,#2,#44,#47,#2,#5,#15,#8,2883,
22,Uukaothio,#109,#6,#49,#38,#4,#6,#15,#8,2884,
25,Leaxheas,#9,#11,#122,#32,#5,#6,#15,#8,2885,Game Token
5,Ziaphreha,#70,#8,#122,#62,#5,#1,#7,#5,2886,
12,Blalmarsak,#17,#6,#79,#4,#5,#5,#11,#8,2887,
26,Ongaphoth,#45,#12,#122,#15,#2,#9,#15,#8,2888,Game Token
11,Throrkaurth,#113,#4,#55,#69,#0,#9,#15,#7,2889,
25,Slazorm,#50,#11,#122,#16,#2,#7,#15,#8,2890,Game Token
25,Blirnaa,#130,#11,#122,#24,#5,#8,#15,#8,2891,Game Token
22,Gilfugne,#67,#11,#73,#26,#6,#2,#15,#8,2892,
22,Kraatrinderr,#109,#1,#50,#9,#3,#8,#15,#8,2893,
22,Kheakrutta,#34,#9,#60,#74,#3,#9,#15,#8,2894,
25,Sthrekhuc,#87,#6,#122,#20,#1,#5,#15,#8,2895,Game Token
11,Lildaohurm,#98,#0,#43,#36,#2,#6,#15,#1,2896,
2,Llaaphuchin,#109,#2,#8,#75,#3,#7,#14,#0,2897,
22,Stulnio,#82,#13,#54,#19,#6,#7,#15,#8,2898,
22,Pluhloibbu,#98,#2,#107,#39,#3,#0,#15,#8,2899,
22,Gaakhadruth,#129,#6,#91,#5,#7,#8,#15,#8,2900,
26,Grestroc,#69,#14,#122,#16,#2,#8,#15,#8,2901,Game Token
26,Undax,#104,#1,#122,#34,#2,#5,#15,#8,2902,Game Token
25,Lloithoi,#23,#7,#122,#53,#0,#2,#15,#8,2903,Game Token
22,Axxel,#33,#7,#76,#78,#5,#4,#15,#8,2904,
12,Trangitrak,#80,#1,#89,#79,#4,#10,#12,#8,2905,
22,Tirche,#126,#1,#36,#23,#5,#1,#15,#8,2906,
22,Tummou,#113,#2,#80,#44,#7,#3,#15,#8,2907,
15,Bhealregnaath,#107,#13,#122,#20,#1,#0,#15,#7,2908,
22,Kuddurdoul,#107,#4,#2,#10,#4,#10,#15,#8,2909,
13,Girphaakraas,#38,#14,#105,#11,#2,#5,#9,#8,2910,
12,Khauhriarphoi,#22,#14,#112,#2,#4,#4,#5,#8,2911,
22,Uuxeaddou,#113,#5,#116,#21,#2,#5,#15,#8,2912,
12,Slintacal,#93,#12,#66,#18,#3,#7,#5,#8,2913,
25,Kiolniah,#13,#2,#122,#53,#5,#3,#15,#8,2914,Game Token
12,Xiahaubhean,#17,#10,#58,#85,#7,#3,#14,#8,2915,
12,Draagnaon,#113,#0,#26,#62,#4,#10,#3,#8,2916,
22,Brexxel,#41,#12,#73,#53,#5,#3,#15,#8,2917,
12,Cashoss,#28,#11,#115,#39,#1,#6,#11,#8,2918,
25,Ciudou,#50,#2,#122,#54,#0,#10,#15,#8,2919,Game Token
11,Vrurkije,#51,#2,#28,#71,#2,#5,#15,#0,2920,
25,Rittaoz,#99,#14,#122,#75,#5,#8,#15,#8,2921,Game Token
22,Dilrorth,#85,#1,#47,#73,#0,#5,#15,#8,2922,
25,Loldaddo,#107,#8,#122,#86,#1,#7,#15,#8,2923,Game Token
25,Phouszeheas,#119,#2,#122,#18,#7,#10,#15,#8,2924,Game Token
16,Eshiomour,#100,#9,#122,#7,#7,#10,#10,#8,2925,
15,Cristriass,#5,#14,#122,#38,#2,#1,#15,#5,2926,
22,Vranthexxoiw,#63,#13,#0,#73,#5,#4,#15,#8,2927,
25,Buurchilfirm,#10,#6,#122,#42,#4,#8,#15,#8,2928,Game Token
25,Iugnionao,#114,#14,#122,#34,#2,#2,#15,#8,2929,Game Token
26,Dhuussauth,#124,#8,#122,#70,#3,#5,#15,#8,2930,Game Token
22,Lurphunnia,#121,#13,#118,#35,#1,#0,#15,#8,2931,
25,Thrirtuux,#11,#7,#122,#82,#3,#7,#15,#8,2932,Game Token
15,Zabliaghi,#23,#0,#122,#10,#7,#10,#15,#1,2933,
22,Gheszehr,#123,#8,#81,#4,#2,#0,#15,#8,2934,
22,Thiarsao,#90,#3,#57,#73,#3,#3,#15,#8,2935,
25,Xosseablaorth,#103,#13,#122,#25,#0,#4,#15,#8,2936,Game Token
22,Liszeanthoul,#25,#2,#75,#59,#1,#4,#15,#8,2937,
22,Dronoxxek,#10,#4,#27,#13,#6,#9,#15,#8,2938,
22,Bhoussaohaa,#94,#0,#71,#17,#3,#10,#15,#8,2939,
22,Prakroghar,#74,#14,#54,#39,#7,#1,#15,#8,2940,
22,Sijiuzott,#59,#12,#75,#22,#3,#10,#15,#8,2941,
15,Oisthoih,#61,#5,#122,#46,#0,#7,#15,#7,2942,
26,Baotuul,#33,#11,#122,#25,#2,#2,#15,#8,2943,Game Token
2,Trophrarehr,#81,#10,#81,#70,#0,#10,#14,#6,2944,
22,Aomfoukal,#64,#2,#117,#35,#5,#7,#15,#8,2945,
22,Sthraatea,#112,#6,#86,#37,#6,#7,#15,#8,2946,
26,Ziddoirziuss,#119,#0,#122,#50,#2,#5,#15,#8,2947,Game Token
22,Locihr,#113,#11,#23,#78,#7,#1,#15,#8,2948,
22,Diashialoh,#71,#10,#67,#46,#1,#3,#15,#8,2949,
11,Vreszes,#52,#6,#2,#43,#4,#4,#15,#1,2950,
16,Tamlixha,#127,#8,#122,#70,#7,#10,#1,#8,2951,
12,Sedoss,#70,#5,#34,#19,#6,#6,#6,#8,2952,
12,Slathrokhorm,#46,#1,#67,#52,#6,#1,#13,#8,2953,
26,Sucerth,#66,#8,#122,#38,#1,#8,#15,#8,2954,Game Token
22,Ouhliz,#98,#3,#87,#18,#2,#8,#15,#8,2955,
11,Loirraa,#105,#5,#36,#50,#4,#1,#15,#4,2956,
22,Xandi,#91,#3,#31,#85,#5,#10,#15,#8,2957,
25,Omedok,#31,#2,#122,#10,#4,#1,#15,#8,2958,Game Token
25,Chalmiaz,#126,#2,#122,#77,#6,#0,#15,#8,2959,Game Token
16,Nihuz,#36,#11,#122,#76,#0,#5,#8,#8,2960,
22,Hiltuthi,#8,#6,#55,#63,#1,#4,#15,#8,2961,
22,Maubbou,#38,#9,#84,#60,#7,#4,#15,#8,2962,
22,Praugher,#10,#14,#65,#40,#3,#3,#15,#8,2963,
22,Paochoith,#79,#9,#118,#48,#0,#6,#15,#8,2964,
25,Yiuldin,#98,#1,#122,#48,#0,#6,#15,#8,2965,Game Token
26,Peggan,#4,#10,#122,#39,#3,#8,#15,#8,2966,Game Token
22,Maaphriaw,#94,#4,#51,#34,#3,#6,#15,#8,2967,
5,Frioddouceas,#92,#12,#122,#38,#0,#9,#4,#0,2968,
22,Dhurrion,#95,#8,#22,#39,#6,#4,#15,#8,2969,
12,Stoilfecau,#18,#8,#59,#37,#6,#2,#3,#8,2970,
5,Nalthous,#19,#8,#122,#22,#3,#2,#13,#4,2971,
22,Dalphoz,#20,#1,#5,#16,#6,#10,#15,#8,2972,
12,Noigrocerth,#17,#9,#73,#77,#3,#0,#2,#8,2973,
22,Debol,#10,#4,#108,#49,#3,#9,#15,#8,2974,
25,Choldurm,#118,#14,#122,#28,#1,#5,#15,#8,2975,Game Token
25,Sthroixxau,#50,#6,#122,#75,#0,#3,#15,#8,2976,Game Token
16,Urziaxtrihr,#63,#13,#122,#1,#2,#1,#2,#8,2977,
22,Bekkusze,#45,#3,#11,#33,#0,#7,#15,#8,2978,
22,Prozzauzzih,#32,#8,#27,#47,#0,#9,#15,#8,2979,
22,Velrouth,#65,#13,#117,#57,#7,#5,#15,#8,2980,
12,Slonerir,#127,#8,#118,#30,#3,#5,#2,#8,2981,
22,Frosiz,#113,#10,#103,#70,#6,#0,#15,#8,2982,
12,Gulfistroth,#79,#0,#33,#64,#5,#5,#0,#8,2983,
22,Sthreknerchurr,#122,#1,#102,#72,#5,#8,#15,#8,2984,
25,Kaose,#130,#11,#122,#1,#0,#6,#15,#8,2985,Game Token
25,Taalfoirtott,#98,#13,#122,#36,#7,#0,#15,#8,2986,Game Token
22,Trandolmez,#98,#3,#118,#57,#7,#2,#15,#8,2987,
22,Bhaorsouka,#84,#3,#118,#68,#7,#1,#15,#8,2988,
22,Grerzoknoik,#25,#12,#30,#14,#4,#7,#15,#8,2989,
25,Dhougaphri,#43,#7,#122,#66,#3,#10,#15,#8,2990,
15,Blixxoil,#66,#5,#122,#2,#3,#10,#15,#6,2991,
22,Ghirsuxtru,#71,#6,#3,#71,#2,#2,#15,#8,2992,
22,Pekkeashar,#109,#13,#83,#46,#7,#8,#15,#8,2993,
11,Lotuk,#22,#9,#5,#43,#7,#1,#15,#2,2994,
2,Vriubrass,#113,#11,#50,#68,#4,#7,#3,#7,2995,
22,Doubbaath,#89,#8,#108,#56,#4,#10,#15,#8,2996,
25,Briblurzho,#49,#4,#122,#38,#0,#7,#15,#8,2997,
22,Ointeagnaaz,#22,#6,#71,#11,#0,#2,#15,#8,2998,
22,Glehli,#78,#1,#13,#18,#1,#9,#15,#8,2999,
12,Khukoddar,#20,#5,#63,#26,#6,#7,#10,#8,3000,
22,Gurzhihr,#87,#1,#14,#41,#0,#4,#15,#8,3001,
25,Caldic,#126,#0,#122,#69,#0,#3,#15,#8,3002,Game Token
25,Thonthustrez,#23,#1,#122,#51,#1,#0,#15,#8,3003,Game Token
22,Sthousthioz,#78,#13,#31,#39,#1,#1,#15,#8,3004,
25,Thadroth,#5,#12,#122,#1,#5,#10,#15,#8,3005,Game Token
22,Proxxun,#70,#11,#7,#61,#6,#10,#15,#8,3006,
22,Naunaa,#97,#11,#74,#31,#4,#10,#15,#8,3007,
22,Wruxtraman,#78,#1,#55,#63,#6,#10,#15,#8,3008,
22,Easehaoz,#38,#3,#83,#82,#4,#1,#15,#8,3009,
22,Sliataan,#46,#4,#85,#46,#1,#2,#15,#8,3010,
25,Khauxhirphun,#19,#0,#122,#6,#2,#4,#15,#8,3011,Game Token
22,Stheshemmax,#118,#2,#92,#55,#2,#6,#15,#8,3012,
25,Taadidhois,#131,#0,#122,#6,#7,#0,#15,#8,3013,Game Token
12,Eastrousih,#131,#4,#41,#85,#3,#8,#2,#8,3014,
22,Vaolrustrarm,#42,#11,#48,#83,#3,#2,#15,#8,3015,
22,Dekriursa,#30,#12,#19,#43,#3,#0,#15,#8,3016,
11,Thaukriastrioth,#31,#11,#109,#6,#7,#5,#15,#2,3017,
25,Caurzhalforth,#115,#4,#122,#75,#5,#8,#15,#8,3018,Game Token
22,Tigophutt,#91,#7,#57,#43,#0,#3,#15,#8,3019,
12,Cuurraa,#49,#1,#38,#62,#2,#8,#7,#8,3020,
22,Bhichiostho,#79,#4,#72,#14,#0,#6,#15,#8,3021,
25,Slognak,#77,#13,#122,#31,#6,#7,#15,#8,3022,Game Token
22,Cokhiu,#81,#11,#0,#0,#0,#3,#15,#8,3023,
5,Thrilfuz,#109,#6,#122,#19,#2,#6,#6,#1,3024,
25,Prouthihioz,#47,#5,#122,#85,#6,#9,#15,#8,3025,Game Token
22,Poizzith,#85,#5,#105,#37,#1,#9,#15,#8,3026,
12,Khobluggitt,#63,#14,#23,#76,#0,#0,#2,#8,3027,
22,Trazebli,#125,#3,#9,#56,#2,#0,#15,#8,3028,
25,Giahixhao,#113,#6,#122,#2,#2,#3,#15,#8,3029,Game Token
25,Doikhioh,#79,#10,#122,#36,#5,#2,#15,#8,3030,Game Token
12,Diussindruu,#124,#11,#15,#47,#6,#0,#11,#8,3031,
22,Bhoixos,#106,#13,#80,#5,#0,#6,#15,#8,3032,
2,Phridrouh,#26,#7,#13,#38,#5,#2,#0,#6,3033,
25,Aululez,#2,#2,#122,#42,#4,#3,#15,#8,3034,Game Token
22,Froubu,#55,#5,#56,#46,#7,#5,#15,#8,3035,
16,Irleaphaus,#54,#12,#122,#85,#0,#9,#12,#8,3036,
22,Henderzhoil,#58,#4,#81,#59,#1,#1,#15,#8,3037,
12,Aachiun,#104,#2,#95,#80,#2,#9,#12,#8,3038,
22,Tourluuh,#46,#4,#23,#82,#4,#8,#15,#8,3039,
12,Oixiazzuus,#53,#6,#72,#29,#6,#5,#13,#8,3040,
16,Komfoi,#6,#6,#122,#3,#3,#5,#3,#8,3041,
25,Thounaurria,#65,#4,#122,#72,#4,#5,#15,#8,3042,Game Token
26,Ziolphou,#29,#11,#122,#73,#4,#10,#15,#8,3043,Game Token
25,Tounnau,#59,#0,#122,#47,#1,#5,#15,#8,3044,Game Token
22,Aothrethriz,#120,#14,#20,#29,#7,#0,#15,#8,3045,
16,Genrarr,#0,#5,#122,#57,#2,#4,#8,#8,3046,
22,Ghuhuuxis,#111,#0,#69,#31,#6,#4,#15,#8,3047,
22,Bhaarsorso,#80,#14,#17,#1,#1,#1,#15,#8,3048,
22,Iazzelnan,#114,#13,#8,#36,#0,#6,#15,#8,3049,
25,Nabrerth,#94,#1,#122,#27,#1,#4,#15,#8,3050,Game Token
25,Jeanthao,#86,#2,#122,#45,#7,#6,#15,#8,3051,Game Token
25,Blagris,#42,#11,#122,#53,#4,#3,#15,#8,3052,Game Token
12,Dhaabauntuus,#17,#12,#47,#29,#0,#7,#3,#8,3053,
22,Fruulobhaa,#38,#9,#81,#2,#2,#4,#15,#8,3054,
22,Chekaus,#25,#10,#114,#31,#2,#2,#15,#8,3055,
22,Broduth,#104,#12,#71,#60,#4,#1,#15,#8,3056,
22,Harsoi,#32,#12,#18,#16,#4,#7,#15,#8,3057,
22,Thrixxiunthurm,#4,#14,#5,#20,#4,#7,#15,#8,3058,
16,Duutrez,#87,#13,#122,#44,#3,#8,#13,#8,3059,
16,Wrauraah,#48,#12,#122,#60,#0,#4,#6,#8,3060,
22,Menew,#6,#0,#0,#5,#3,#2,#15,#8,3061,
22,Phrausirlioh,#131,#10,#18,#14,#4,#0,#15,#8,3062,
22,Sthriphol,#34,#12,#72,#63,#6,#10,#15,#8,3063,
11,Pionneas,#19,#11,#117,#88,#4,#3,#15,#4,3064,
22,Sirselfor,#69,#10,#117,#77,#7,#10,#15,#8,3065,
16,Gaubrontax,#21,#13,#122,#53,#1,#7,#14,#8,3066,
22,Keaddalous,#126,#5,#114,#33,#3,#0,#15,#8,3067,
12,Zuphromel,#98,#14,#67,#4,#6,#1,#9,#8,3068,
25,Brarchahen,#105,#8,#122,#76,#7,#4,#15,#8,3069,Game Token
16,Gheblikean,#78,#13,#122,#52,#3,#8,#11,#8,3070,
22,Mearriassaul,#5,#12,#80,#38,#6,#5,#15,#8,3071,
22,Diuldaosauth,#57,#7,#110,#18,#7,#9,#15,#8,3072,
22,Kerpeddi,#61,#4,#43,#40,#2,#10,#15,#8,3073,
11,Xesherrez,#84,#3,#97,#23,#0,#5,#15,#7,3074,
25,Sthroilou,#12,#2,#122,#86,#7,#4,#15,#8,3075,Game Token
25,Esatt,#96,#3,#122,#76,#2,#4,#15,#8,3076,Game Token
25,Thrauxtruz,#9,#8,#122,#6,#5,#3,#15,#8,3077,Game Token
22,Keaxtrak,#117,#2,#85,#39,#6,#2,#15,#8,3078,
22,Paordarurth,#16,#8,#83,#11,#0,#6,#15,#8,3079,
11,Gaozzoithriu,#78,#11,#48,#87,#0,#7,#15,#3,3080,
22,Dheasso,#57,#2,#58,#2,#5,#9,#15,#8,3081,
15,Violmaa,#76,#2,#122,#55,#4,#5,#15,#1,3082,
25,Hokruudrott,#110,#9,#122,#6,#7,#8,#15,#8,3083,Game Token
25,Olmao,#121,#6,#122,#77,#4,#7,#15,#8,3084,Game Token
22,Ghelmuthohr,#98,#12,#93,#40,#2,#6,#15,#8,3085,
22,Serzendeth,#74,#5,#31,#88,#1,#6,#15,#8,3086,
22,Sthilfou,#124,#13,#35,#34,#3,#8,#15,#8,3087,
22,Vaastheah,#117,#11,#64,#27,#4,#3,#15,#8,3088,
22,Sthirurchion,#115,#13,#112,#61,#6,#1,#15,#8,3089,
25,Gliadhaus,#69,#12,#122,#41,#3,#7,#15,#8,3090,Game Token
22,Grulphaoth,#62,#1,#33,#68,#0,#7,#15,#8,3091,
25,Yirzarr,#25,#12,#122,#81,#7,#5,#15,#8,3092,Game Token
22,Chiansoiz,#36,#11,#121,#69,#2,#6,#15,#8,3093,
25,Husocau,#119,#9,#122,#31,#3,#7,#15,#8,3094,Game Token
22,Diophaoz,#130,#2,#12,#87,#7,#8,#15,#8,3095,
25,Altarth,#123,#12,#122,#81,#4,#1,#15,#8,3096,Game Token
12,Niadrea,#122,#13,#118,#11,#6,#6,#2,#8,3097,
25,Yaalthoirphius,#13,#11,#122,#24,#7,#2,#15,#8,3098,Game Token
25,Ojorith,#8,#3,#122,#1,#4,#7,#15,#8,3099,Game Token
25,Zoiphuddouz,#125,#0,#122,#53,#3,#2,#15,#8,3100,Game Token
25,Rontao,#110,#1,#122,#73,#1,#6,#15,#8,3101,Game Token
5,Dhoilnides,#76,#14,#122,#62,#3,#1,#6,#2,3102,
12,Iszustrur,#101,#9,#17,#72,#3,#0,#5,#8,3103,
22,Kozaknarr,#52,#11,#0,#31,#1,#8,#15,#8,3104,
22,Dakreath,#37,#1,#47,#32,#2,#5,#15,#8,3105,
11,Zaothamea,#5,#10,#104,#37,#2,#6,#15,#4,3106,
25,Khalrir,#112,#6,#122,#64,#6,#5,#15,#8,3107,Game Token
22,Okaotruh,#130,#11,#118,#86,#0,#6,#15,#8,3108,
22,Tithuurlaas,#56,#1,#26,#21,#5,#6,#15,#8,3109,
22,Jiashu,#100,#2,#94,#13,#2,#2,#15,#8,3110,
22,Horreth,#3,#12,#42,#62,#3,#8,#15,#8,3111,
25,Liubhearo,#29,#1,#122,#57,#7,#8,#15,#8,3112,Game Token
22,Slaurdoihr,#58,#12,#88,#35,#0,#10,#15,#8,3113,
16,Crikkuz,#115,#13,#122,#46,#7,#3,#14,#8,3114,
22,Hegul,#68,#11,#67,#24,#6,#4,#15,#8,3115,
22,Jextrigar,#78,#11,#36,#23,#4,#5,#15,#8,3116,
25,Hoxtriss,#11,#3,#122,#21,#4,#8,#15,#8,3117,Game Token
22,Thinraugo,#128,#3,#109,#33,#2,#8,#15,#8,3118,
25,Thetugross,#7,#10,#122,#55,#1,#7,#15,#8,3119,Game Token
22,Numloil,#0,#10,#12,#74,#0,#6,#15,#8,3120,
25,Strukkixxuun,#64,#6,#122,#46,#6,#4,#15,#8,3121,Game Token
25,Iuldoikkiu,#46,#5,#122,#2,#1,#6,#15,#8,3122,Game Token
22,Wruhatt,#31,#14,#21,#20,#6,#2,#15,#8,3123,
15,Ounniubre,#116,#6,#122,#68,#1,#7,#15,#5,3124,
25,Bhuxxea,#46,#5,#122,#13,#6,#9,#15,#8,3125,Game Token
22,Osserth,#10,#2,#80,#68,#3,#6,#15,#8,3126,
15,Eldinthil,#22,#4,#122,#74,#3,#0,#15,#0,3127,
11,Maantiuhuh,#118,#2,#111,#46,#4,#1,#15,#6,3128,
22,Chiabrao,#75,#2,#89,#57,#2,#2,#15,#8,3129,
15,Caddan,#93,#12,#122,#52,#7,#4,#15,#3,3130,
22,Nudoz,#126,#6,#70,#10,#3,#9,#15,#8,3131,
22,Prighu,#124,#5,#67,#13,#2,#1,#15,#8,3132,
22,Chilmixtrel,#100,#9,#117,#48,#4,#10,#15,#8,3133,
22,Miugaunniu,#91,#10,#104,#13,#1,#0,#15,#8,3134,
25,Khauxxilthith,#0,#3,#122,#35,#2,#1,#15,#8,3135,Game Token
22,Llerphautheh,#87,#11,#70,#30,#3,#7,#15,#8,3136,
12,Xirox,#16,#14,#42,#65,#2,#4,#9,#8,3137,
22,Hahri,#114,#14,#52,#82,#7,#6,#15,#8,3138,
25,Yaurlouth,#75,#0,#122,#52,#7,#8,#15,#8,3139,Game Token
22,Githi,#104,#5,#80,#6,#7,#8,#15,#8,3140,
25,Thrissauhox,#10,#6,#122,#58,#6,#10,#15,#8,3141,Game Token
12,Ionneathiol,#113,#1,#116,#83,#3,#9,#4,#8,3142,
22,Thrithethrihr,#29,#5,#31,#83,#1,#2,#15,#8,3143,
22,Slusukke,#16,#8,#63,#33,#3,#10,#15,#8,3144,
25,Pilfi,#64,#2,#122,#61,#6,#5,#15,#8,3145,Game Token
